Respondent_Serial,comp,treatment,treatment_kantar,treatmentgroup,y,workp,org_strictp,org_weakp,cr1,cr2,cr3,crt,understanding1,understanding2,age,gender,education,indincome,occupation,stortingsvalg,leftp
105,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,52,Kvinne,Videregaaende,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
2938,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,NA,2,NA,2,56,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,R,TRUE
291,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,1,1,NA,0,NA,4,47,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
3854,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,20,24,0,NA,1 Ingen kontroll,71,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,retired,H,FALSE
4493,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,3,TRUE,TRUE,TRUE,10,50,NA,0,Ja,1 Ingen kontroll,56,Mann,Grunnskole,200.000 - 299.999 kroner,national insurance,Frp,FALSE
4323,2,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,0,NA,NA,43,Mann,Universitet/hoyskole I,300.000-399.000 kroner,national insurance,Frp,FALSE
7101,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,100,7,1,NA,1 Ingen kontroll,42,Kvinne,Universitet/hoyskole I,700-000 - 799.999 kroner,working fulltime,V,TRUE
6733,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,47,2,Vet ikke,1 Ingen kontroll,36,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,Vil ikke oppgi parti,TRUE
2599,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,53,Kvinne,Videregaaende,Under 200.000 kroner,other,Vil ikke oppgi parti,TRUE
2542,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,44,Kvinne,Grunnskole,Under 200.000 kroner,national insurance,Frp,FALSE
5157,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,2,FALSE,FALSE,TRUE,10,100,47,1,NA,3,69,Mann,Fagutdanning,200.000 - 299.999 kroner,retired,Sp,TRUE
1384,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,7 Full kontroll,40,Mann,Videregaaende,400.000 - 499.000 kr,working fulltime,V,TRUE
1765,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,77,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,retired,H,FALSE
483,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,1,TRUE,FALSE,FALSE,5,5,24,2,NA,3,55,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working parttime,MDG,TRUE
1003,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,79,Kvinne,Universitet/hoyskole II,200.000 - 299.999 kroner,retired,Ap,TRUE
2685,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,71,Kvinne,Videregaaende,Under 200.000 kroner,retired,H,FALSE
6035,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,3,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,70,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,Frp,FALSE
2793,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,5,100,47,2,NA,1 Ingen kontroll,71,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,retired,Ap,TRUE
4910,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,5,47,2,NA,1 Ingen kontroll,81,Mann,Fagutdanning,300.000-399.000 kroner,retired,KrF,TRUE
4106,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,71,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,retired,H,FALSE
2900,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,76,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,Vil ikke oppgi parti,TRUE
3406,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,3,TRUE,FALSE,FALSE,NA,20,47,1,NA,1 Ingen kontroll,70,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,retired,Ap,TRUE
6181,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,62,Kvinne,Videregaaende,200.000 - 299.999 kroner,national insurance,Vil ikke oppgi parti,TRUE
2891,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,73,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,H,FALSE
5484,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,10,NA,0,NA,3,49,Mann,Fagutdanning,300.000-399.000 kroner,national insurance,Frp,FALSE
4202,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,NA,0,Nei,4,72,Kvinne,Videregaaende,Under 200.000 kroner,retired,Ap,TRUE
2693,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,24,0,Ja,1 Ingen kontroll,77,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,retired,Frp,FALSE
4212,2,Base (nw),T2 NO CHOICE – NO WORK,Base,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,66,Kvinne,Videregaaende,600.000 - 699.999 kroner,self-employed,Vil ikke oppgi parti,TRUE
1096,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,10,100,24,0,NA,4,35,Mann,Fagutdanning,400.000 - 499.000 kr,working fulltime,MDG,TRUE
3875,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,58,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
5237,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,100,24,0,Nei,1 Ingen kontroll,72,Mann,Fagutdanning,600.000 - 699.999 kroner,retired,Sp,TRUE
2696,1,Base (nw),T2 NO CHOICE – NO WORK,Base,1,FALSE,FALSE,TRUE,10,100,2,0,NA,1 Ingen kontroll,74,Mann,Universitet/hoyskole II,300.000-399.000 kroner,retired,H,FALSE
2510,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,68,Mann,Videregaaende,800.000 - 999.999 kroner,self-employed,H,FALSE
3329,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,10,47,1,NA,1 Ingen kontroll,35,Mann,Universitet/hoyskole II,Under 200.000 kroner,national insurance,V,TRUE
5364,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,105,5,47,2,NA,1 Ingen kontroll,64,Mann,Universitet/hoyskole I,700-000 - 799.999 kroner,self-employed,SV,TRUE
1755,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,100,47,1,Ja,1 Ingen kontroll,45,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,V,TRUE
1612,2,Base (w),T1 NO CHOICE,Base,8,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,1 Ingen kontroll,65,Kvinne,Fagutdanning,Under 200.000 kroner,working fulltime,Frp,FALSE
53,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,40,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,working fulltime,H,FALSE
6581,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,2,TRUE,TRUE,TRUE,10,5,47,2,Vet ikke,1 Ingen kontroll,23,Mann,Grunnskole,Under 200.000 kroner,other,Stemte ikke,TRUE
567,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,NA,2,NA,1 Ingen kontroll,49,Mann,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,Vil ikke oppgi parti,TRUE
6491,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,0,TRUE,FALSE,FALSE,5,5,47,3,NA,7 Full kontroll,52,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
271,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,100,47,2,NA,1 Ingen kontroll,39,Kvinne,Universitet/hoyskole II,400.000 - 499.000 kr,working fulltime,SV,TRUE
5211,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,79,Kvinne,Videregaaende,200.000 - 299.999 kroner,retired,Ap,TRUE
6702,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,100,100,4,0,NA,1 Ingen kontroll,73,Mann,Fagutdanning,Under 200.000 kroner,retired,Frp,FALSE
4228,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,5,TRUE,FALSE,FALSE,10,NA,24,0,NA,1 Ingen kontroll,82,Mann,Fagutdanning,300.000-399.000 kroner,retired,Ap,TRUE
1345,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,55,Mann,Videregaaende,200.000 - 299.999 kroner,self-employed,Sp,TRUE
4927,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,2,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,60,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
2733,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,62,Mann,Videregaaende,200.000 - 299.999 kroner,national insurance,KrF,TRUE
2431,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,51,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,MDG,TRUE
747,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,1,FALSE,FALSE,TRUE,5,5,7,2,Ja,1 Ingen kontroll,47,Mann,Universitet/hoyskole I,1.000.000 kroner eller mer,working fulltime,Frp,FALSE
225,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,NA,NA,0,NA,Vet ikke,47,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
3479,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,105,5,NA,1,Ja,1 Ingen kontroll,45,Mann,Videregaaende,200.000 - 299.999 kroner,national insurance,Ap,TRUE
3089,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,53,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,SV,TRUE
2217,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,74,Kvinne,Universitet/hoyskole II,300.000-399.000 kroner,retired,Ap,TRUE
3067,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,24,0,NA,3,33,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
6435,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,47,2,NA,Vet ikke,45,Mann,Fagutdanning,500.000 - 599.999 kroner,working fulltime,Hadde ikke stemmerett,TRUE
6049,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,70,Mann,Universitet/hoyskole I,Under 200.000 kroner,self-employed,Vil ikke oppgi parti,TRUE
159,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,5,5,47,3,NA,1 Ingen kontroll,41,Mann,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,KrF,TRUE
5295,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,7,FALSE,FALSE,TRUE,10,5,24,1,Ja,1 Ingen kontroll,44,Mann,Universitet/hoyskole I,300.000-399.000 kroner,working parttime,H,FALSE
3697,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,0,TRUE,FALSE,FALSE,5,100,47,2,NA,5,35,Mann,Fagutdanning,600.000 - 699.999 kroner,working fulltime,H,FALSE
1567,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,49,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,national insurance,Vil ikke oppgi parti,TRUE
1051,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,5,47,3,NA,7 Full kontroll,50,Mann,Videregaaende,600.000 - 699.999 kroner,working fulltime,Stemte ikke,TRUE
2644,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,74,Kvinne,Universitet/hoyskole I,300.000-399.000 kroner,retired,V,TRUE
1521,2,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,1 Ingen kontroll,64,Kvinne,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Vil ikke oppgi parti,TRUE
3221,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,5,47,2,NA,1 Ingen kontroll,55,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
2344,2,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,59,Kvinne,Universitet/hoyskole II,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
1333,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,100,47,2,Ja,1 Ingen kontroll,55,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Stemte ikke,TRUE
7046,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,5,5,47,3,Ja,1 Ingen kontroll,56,Kvinne,Videregaaende,400.000 - 499.000 kr,unemployed,H,FALSE
5300,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,1.7,TRUE,TRUE,TRUE,5,5,47,3,NA,2,71,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
5611,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,1,47,2,NA,7 Full kontroll,56,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,H,FALSE
1308,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,500,24,0,NA,1 Ingen kontroll,75,Kvinne,Videregaaende,300.000-399.000 kroner,retired,Ap,TRUE
4995,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,57,Mann,Universitet/hoyskole II,1.000.000 kroner eller mer,working fulltime,Vil ikke oppgi parti,TRUE
6172,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,NA,NA,0,NA,4,32,Kvinne,Universitet/hoyskole II,Under 200.000 kroner,working fulltime,SV,TRUE
3407,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,6,1,Ja,1 Ingen kontroll,47,Mann,Fagutdanning,400.000 - 499.000 kr,other,Frp,FALSE
2522,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,3,TRUE,TRUE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,31,Mann,Universitet/hoyskole II,700-000 - 799.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
4646,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,0,FALSE,FALSE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,44,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,H,FALSE
6569,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,NA,NA,0,NA,Vet ikke,68,Mann,Fagutdanning,400.000 - 499.000 kr,retired,Vil ikke oppgi parti,TRUE
3564,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,47,1,NA,3,50,Mann,Videregaaende,700-000 - 799.999 kroner,working fulltime,H,FALSE
4032,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,24,0,NA,1 Ingen kontroll,42,Mann,Videregaaende,600.000 - 699.999 kroner,working fulltime,Husker ikke/vet ikke,TRUE
1337,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,5,100,47,2,Ja,1 Ingen kontroll,66,Mann,Fagutdanning,300.000-399.000 kroner,retired,Vil ikke oppgi parti,TRUE
314,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,NA,100,NA,0,NA,1 Ingen kontroll,67,Mann,Universitet/hoyskole I,300.000-399.000 kroner,retired,R,TRUE
1499,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,57,Mann,Grunnskole,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
5124,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,5,NA,1,Ja,7 Full kontroll,53,Mann,Videregaaende,300.000-399.000 kroner,national insurance,Ap,TRUE
6088,1,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,3,FALSE,FALSE,TRUE,105,5,47,2,Ja,1 Ingen kontroll,74,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,retired,Frp,FALSE
3054,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,5,47,3,Ja,2,45,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,Ap,TRUE
252,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,4,FALSE,FALSE,TRUE,10,NA,NA,0,Ja,1 Ingen kontroll,71,Mann,Universitet/hoyskole I,600.000 - 699.999 kroner,retired,Sp,TRUE
1540,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,NA,24,0,NA,1 Ingen kontroll,55,Mann,Fagutdanning,800.000 - 999.999 kroner,self-employed,Hadde ikke stemmerett,TRUE
4461,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,105,5,47,2,Ja,2,39,Mann,Fagutdanning,300.000-399.000 kroner,other,MDG,TRUE
2947,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,NA,NA,NA,0,Ja,NA,35,Mann,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
3452,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,24,2,NA,1 Ingen kontroll,74,Kvinne,Universitet/hoyskole II,800.000 - 999.999 kroner,retired,Ap,TRUE
2281,2,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,57,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,R,TRUE
5017,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,NA,0,NA,1 Ingen kontroll,62,Kvinne,Videregaaende,200.000 - 299.999 kroner,working fulltime,Vil ikke oppgi parti,TRUE
5687,1,Base (nw),T2 NO CHOICE – NO WORK,Base,4,FALSE,FALSE,TRUE,10,100,24,0,NA,1 Ingen kontroll,50,Mann,Videregaaende,600.000 - 699.999 kroner,working fulltime,Frp,FALSE
3205,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,100,NA,1,Ja,1 Ingen kontroll,73,Mann,Universitet/hoyskole I,500.000 - 599.999 kroner,retired,H,FALSE
5385,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,4,TRUE,TRUE,TRUE,10,5,NA,1,NA,1 Ingen kontroll,42,Mann,Grunnskole,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
5642,2,Nominal Choice (nw),T8 NOMINAL CHOICE NO WORK,Nominal Choice,NA,FALSE,FALSE,TRUE,NA,NA,NA,0,NA,NA,70,Mann,Fagutdanning,200.000 - 299.999 kroner,retired,Frp,FALSE
2296,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,5,5,47,3,NA,4,73,Mann,Videregaaende,300.000-399.000 kroner,retired,H,FALSE
6351,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,100,NA,0,NA,1 Ingen kontroll,66,Mann,Fagutdanning,1.000.000 kroner eller mer,working fulltime,H,FALSE
6595,1,Base (nw),T2 NO CHOICE – NO WORK,Base,0,FALSE,FALSE,TRUE,5,1,47,2,NA,3,41,Kvinne,Universitet/hoyskole II,800.000 - 999.999 kroner,working fulltime,H,FALSE
3242,1,Forced Choice (nw),T6 FORCED CHOICE – NO WORK,Forced Choice,4,FALSE,FALSE,TRUE,5,NA,NA,1,NA,7 Full kontroll,28,Kvinne,Universitet/hoyskole I,Under 200.000 kroner,other,Husker ikke/vet ikke,TRUE
4416,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,5,500,24,1,Ja,1 Ingen kontroll,35,Mann,Universitet/hoyskole I,Under 200.000 kroner,working parttime,H,FALSE
5801,2,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,NA,TRUE,FALSE,FALSE,NA,NA,NA,0,NA,NA,60,Kvinne,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Vil ikke oppgi parti,TRUE
1524,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,1,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,67,Mann,Universitet/hoyskole I,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
3805,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,60,Kvinne,Universitet/hoyskole II,600.000 - 699.999 kroner,working fulltime,Hadde ikke stemmerett,TRUE
3476,2,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,59,Kvinne,Universitet/hoyskole I,200.000 - 299.999 kroner,working parttime,KrF,TRUE
6794,1,Nominal Choice (w),T7 NOMINAL CHOICE,Nominal Choice,4,TRUE,TRUE,TRUE,10,5,47,2,Ja,1 Ingen kontroll,41,Kvinne,Universitet/hoyskole I,600.000 - 699.999 kroner,working fulltime,Ap,TRUE
6914,1,Base (w),T1 NO CHOICE,Base,0,TRUE,TRUE,TRUE,5,5,47,3,NA,1 Ingen kontroll,47,Mann,Fagutdanning,700-000 - 799.999 kroner,working fulltime,Frp,FALSE
2009,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,10,100,20,0,NA,1 Ingen kontroll,42,Kvinne,Grunnskole,200.000 - 299.999 kroner,national insurance,Frp,FALSE
2234,1,Forced Choice very strong,T5 FORCED CHOICE – STRONG,Forced Choice very strong,4,TRUE,FALSE,FALSE,5,5,10,2,NA,3,24,Kvinne,Videregaaende,400.000 - 499.000 kr,working fulltime,Ap,TRUE
5813,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,25,0,NA,Vet ikke,49,Kvinne,Videregaaende,300.000-399.000 kroner,working parttime,Stemte ikke,TRUE
4008,2,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,48,Kvinne,Fagutdanning,600.000 - 699.999 kroner,working fulltime,H,FALSE
1383,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,34,Kvinne,Universitet/hoyskole I,500.000 - 599.999 kroner,working fulltime,H,FALSE
4783,1,Forced Choice (w),T3 FORCED CHOICE,Forced Choice,0,TRUE,TRUE,TRUE,10,5,47,2,NA,1 Ingen kontroll,60,Mann,Fagutdanning,800.000 - 999.999 kroner,working fulltime,Ap,TRUE
4047,1,Base (w),T1 NO CHOICE,Base,4,TRUE,TRUE,TRUE,10,20,24,0,NA,1 Ingen kontroll,71,Mann,Fagutdanning,200.000 - 299.999 kroner,retired,Frp,FALSE
3514,2,Base (w),T1 NO CHOICE,Base,NA,TRUE,TRUE,TRUE,NA,NA,NA,0,NA,NA,75,Mann,Universitet/hoyskole II,400.000 - 499.000 kr,retired,H,FALSE
2230,1,Forced Choice strong,T4 FORCED CHOICE - WEAK,Forced Choice strong,4,TRUE,FALSE,FALSE,10,100,47,1,NA,1 Ingen kontroll,48,Mann,Universitet/hoyskole I,400.000 - 499.000 kr,working fulltime,Ap,TRUE
